name,image_path
motorway in Apple style emoji,Apple78.png
flag: Benin in Apple style emoji,Apple79.png
woman kneeling in Apple style emoji,Apple80.png
shushing face in Apple style emoji,Apple81.png
grinning squinting face in Apple style emoji,Apple82.png
custard in Apple style emoji,Apple83.png
radio button in Apple style emoji,Apple84.png
dagger in Apple style emoji,Apple85.png
hut in Apple style emoji,Apple86.png
check mark button in Apple style emoji,Apple87.png
hot face in Apple style emoji,Apple88.png
woman student in Apple style emoji,Apple89.png
sparkler in Apple style emoji,Apple90.png
kitchen knife in Apple style emoji,Apple91.png
face with symbols on mouth in Apple style emoji,Apple92.png
confused face in Apple style emoji,Apple93.png
infinity in Apple style emoji,Apple94.png
rosette in Apple style emoji,Apple95.png
left arrow in Apple style emoji,Apple96.png
service dog in Apple style emoji,Apple97.png
cold face in Apple style emoji,Apple98.png
reverse button in Apple style emoji,Apple99.png
face with symbols on mouth in Google style emoji,Google0.png
face without mouth in Google style emoji,Google1.png
spouting whale in Google style emoji,Google2.png
face with thermometer in Google style emoji,Google3.png
cucumber in Google style emoji,Google4.png
open book in Google style emoji,Google5.png
safety vest in Google style emoji,Google6.png
right arrow curving down in Google style emoji,Google7.png
rhinoceros in Google style emoji,Google8.png
flag: Peru in Google style emoji,Google9.png
flag: Laos in Google style emoji,Google10.png
goal net in Google style emoji,Google11.png
face blowing a kiss in Google style emoji,Google12.png
doughnut in Google style emoji,Google13.png
flag: Malawi in Google style emoji,Google14.png
lobster in Google style emoji,Google15.png
hammer and wrench in Google style emoji,Google16.png
poultry leg in Google style emoji,Google17.png
"couple with heart: man, man in Google style emoji",Google18.png
mouse face in Google style emoji,Google19.png
cockroach in Google style emoji,Google20.png
seven-thirty in Google style emoji,Google21.png
microbe in Google style emoji,Google22.png
snowboarder in Google style emoji,Google23.png
shower in Google style emoji,Google24.png
fireworks in Google style emoji,Google25.png
pinching hand in Google style emoji,Google26.png
nauseated face in Google style emoji,Google27.png
flag: Central African Republic in Google style emoji,Google28.png
flag: Sudan in Google style emoji,Google29.png
brick in Google style emoji,Google30.png
flag: Seychelles in Google style emoji,Google31.png
office building in Google style emoji,Google32.png
flag: Diego Garcia in Google style emoji,Google33.png
woman elf in Google style emoji,Google34.png
tennis in Google style emoji,Google35.png
gem stone in Google style emoji,Google36.png
railway car in Google style emoji,Google37.png
goat in Google style emoji,Google38.png
oncoming automobile in Google style emoji,Google39.png
face exhaling in Google style emoji,Google40.png
person in lotus position in Google style emoji,Google41.png
snake in Google style emoji,Google42.png
exploding head in Google style emoji,Google43.png
"family: woman, girl, girl in Google style emoji",Google44.png
hear-no-evil monkey in Google style emoji,Google45.png
chipmunk in Google style emoji,Google46.png
"family: woman, woman, girl, girl in Google style emoji",Google47.png
face with monocle in Google style emoji,Google48.png
flag: South Sudan in Google style emoji,Google49.png
flushed face in Google style emoji,Google50.png
anguished face in Google style emoji,Google51.png
"family: man, girl, girl in Google style emoji",Google52.png
skull and crossbones in Google style emoji,Google53.png
man facepalming in Google style emoji,Google54.png
loudly crying face in Google style emoji,Google55.png
flying disc in Google style emoji,Google56.png
cityscape in Google style emoji,Google57.png
flag: Mayotte in Google style emoji,Google58.png
man in Google style emoji,Google59.png
face with tears of joy in Google style emoji,Google60.png
downcast face with sweat in Google style emoji,Google61.png
disguised face in Google style emoji,Google62.png
baggage claim in Google style emoji,Google63.png
flag: Micronesia in Google style emoji,Google64.png
woman clothes in Google style emoji,Google65.png
nesting dolls in Google style emoji,Google66.png
grinning face in Google style emoji,Google67.png
flag: Tokelau in Google style emoji,Google68.png
smiling face in Google style emoji,Google69.png
flying saucer in Google style emoji,Google70.png
orange book in Google style emoji,Google71.png
burrito in Google style emoji,Google72.png
flag: South Georgia & South Sandwich Islands in Google style emoji,Google73.png
flag: Turks & Caicos Islands in Google style emoji,Google74.png
fleur-de-lis in Google style emoji,Google75.png
dodo in Google style emoji,Google76.png
next track button in Google style emoji,Google77.png
woman golfing in Google style emoji,Google78.png
face with steam from nose in Google style emoji,Google79.png
smiling face with heart-eyes in Google style emoji,Google80.png
keycap: * in Google style emoji,Google81.png
woman in lotus position in Google style emoji,Google82.png
deaf person in Google style emoji,Google83.png
woman tipping hand in Google style emoji,Google84.png
person standing in Google style emoji,Google85.png
fortune cookie in Google style emoji,Google86.png
flag: Trinidad & Tobago in Google style emoji,Google87.png
light rail in Google style emoji,Google88.png
ticket in Google style emoji,Google89.png
wind chime in Google style emoji,Google90.png
"family: man, man, boy in Google style emoji",Google91.png
person golfing in Google style emoji,Google92.png
flag: Togo in Google style emoji,Google93.png
pick in Google style emoji,Google94.png
construction in Google style emoji,Google95.png
fearful face in Google style emoji,Google96.png
lying face in Google style emoji,Google97.png
sun behind cloud in Google style emoji,Google98.png
lion in Google style emoji,Google99.png
raised hand in Facebook style emoji,Facebook0.png
service dog in Facebook style emoji,Facebook1.png
sport utility vehicle in Facebook style emoji,Facebook2.png
worried face in Facebook style emoji,Facebook3.png
kissing face in Facebook style emoji,Facebook4.png
world map in Facebook style emoji,Facebook5.png
flag: Vanuatu in Facebook style emoji,Facebook6.png
woman astronaut in Facebook style emoji,Facebook7.png
cat in Facebook style emoji,Facebook8.png
eleven-thirty in Facebook style emoji,Facebook9.png
musical note in Facebook style emoji,Facebook10.png
person raising hand in Facebook style emoji,Facebook11.png
flag: Heard & McDonald Islands in Facebook style emoji,Facebook12.png
woman cartwheeling in Facebook style emoji,Facebook13.png
dashing away in Facebook style emoji,Facebook14.png
men room in Facebook style emoji,Facebook15.png
person in Facebook style emoji,Facebook16.png
game die in Facebook style emoji,Facebook17.png
grinning cat with smiling eyes in Facebook style emoji,Facebook18.png
face exhaling in Facebook style emoji,Facebook19.png
face with tongue in Facebook style emoji,Facebook20.png
woman golfing in Facebook style emoji,Facebook21.png
face with head-bandage in Facebook style emoji,Facebook22.png
older person in Facebook style emoji,Facebook23.png
telephone receiver in Facebook style emoji,Facebook24.png
flag: Greenland in Facebook style emoji,Facebook25.png
T-Rex in Facebook style emoji,Facebook26.png
oncoming fist in Facebook style emoji,Facebook27.png
rice ball in Facebook style emoji,Facebook28.png
mountain railway in Facebook style emoji,Facebook29.png
face in clouds in Facebook style emoji,Facebook30.png
flag: Philippines in Facebook style emoji,Facebook31.png
woman bowing in Facebook style emoji,Facebook32.png
flag: Botswana in Facebook style emoji,Facebook33.png
scorpion in Facebook style emoji,Facebook34.png
input symbols in Facebook style emoji,Facebook35.png
1st place medal in Facebook style emoji,Facebook36.png
seat in Facebook style emoji,Facebook37.png
spaghetti in Facebook style emoji,Facebook38.png
convenience store in Facebook style emoji,Facebook39.png
clinking glasses in Facebook style emoji,Facebook40.png
grinning face in Facebook style emoji,Facebook41.png
floppy disk in Facebook style emoji,Facebook42.png
lion in Facebook style emoji,Facebook43.png
people with bunny ears in Facebook style emoji,Facebook44.png
ghost in Facebook style emoji,Facebook45.png
flag: Eritrea in Facebook style emoji,Facebook46.png
man vampire in Facebook style emoji,Facebook47.png
satellite in Facebook style emoji,Facebook48.png
face with raised eyebrow in Facebook style emoji,Facebook49.png
star of David in Facebook style emoji,Facebook50.png
factory in Facebook style emoji,Facebook51.png
"family: man, woman, girl, boy in Facebook style emoji",Facebook52.png
slightly smiling face in Facebook style emoji,Facebook53.png
motorcycle in Facebook style emoji,Facebook54.png
no bicycles in Facebook style emoji,Facebook55.png
clutch bag in Facebook style emoji,Facebook56.png
snail in Facebook style emoji,Facebook57.png
neutral face in Facebook style emoji,Facebook58.png
droplet in Facebook style emoji,Facebook59.png
radio button in Facebook style emoji,Facebook60.png
open book in Facebook style emoji,Facebook61.png
bowling in Facebook style emoji,Facebook62.png
umbrella on ground in Facebook style emoji,Facebook63.png
no entry in Facebook style emoji,Facebook64.png
Statue of Liberty in Facebook style emoji,Facebook65.png
astonished face in Facebook style emoji,Facebook66.png
ship in Facebook style emoji,Facebook67.png
crying cat in Facebook style emoji,Facebook68.png
gem stone in Facebook style emoji,Facebook69.png
crying face in Facebook style emoji,Facebook70.png
index pointing up in Facebook style emoji,Facebook71.png
unicorn in Facebook style emoji,Facebook72.png
up-right arrow in Facebook style emoji,Facebook73.png
peace symbol in Facebook style emoji,Facebook74.png
"family: man, boy, boy in Facebook style emoji",Facebook75.png
smiling face with halo in Facebook style emoji,Facebook76.png
bear in Facebook style emoji,Facebook77.png
woman lifting weights in Facebook style emoji,Facebook78.png
scroll in Facebook style emoji,Facebook79.png
grinning face with sweat in Facebook style emoji,Facebook80.png
face without mouth in Facebook style emoji,Facebook81.png
"family: man, woman, girl in Facebook style emoji",Facebook82.png
yawning face in Facebook style emoji,Facebook83.png
flag: Seychelles in Facebook style emoji,Facebook84.png
locked with pen in Facebook style emoji,Facebook85.png
flying disc in Facebook style emoji,Facebook86.png
angry face in Facebook style emoji,Facebook87.png
flag: Ceuta & Melilla in Facebook style emoji,Facebook88.png
UP! button in Facebook style emoji,Facebook89.png
loudly crying face in Facebook style emoji,Facebook90.png
men wrestling in Facebook style emoji,Facebook91.png
drooling face in Facebook style emoji,Facebook92.png
cloud with lightning and rain in Facebook style emoji,Facebook93.png
keycap: 0 in Facebook style emoji,Facebook94.png
man teacher in Facebook style emoji,Facebook95.png
mobile phone with arrow in Facebook style emoji,Facebook96.png
winking face in Facebook style emoji,Facebook97.png
flag: Samoa in Facebook style emoji,Facebook98.png
person getting haircut in Facebook style emoji,Facebook99.png
astonished face in Samsung style emoji,Samsung0.png
panda in Samsung style emoji,Samsung1.png
downwards button in Samsung style emoji,Samsung2.png
flag: Finland in Samsung style emoji,Samsung3.png
fish cake with swirl in Samsung style emoji,Samsung4.png
unamused face in Samsung style emoji,Samsung5.png
frog in Samsung style emoji,Samsung6.png
yarn in Samsung style emoji,Samsung7.png
red exclamation mark in Samsung style emoji,Samsung8.png
A button (blood type) in Samsung style emoji,Samsung9.png
beach with umbrella in Samsung style emoji,Samsung10.png
foggy in Samsung style emoji,Samsung11.png
flag: Pitcairn Islands in Samsung style emoji,Samsung12.png
face with tears of joy in Samsung style emoji,Samsung13.png
oden in Samsung style emoji,Samsung14.png
name badge in Samsung style emoji,Samsung15.png
eye in Samsung style emoji,Samsung16.png
smiling face with heart-eyes in Samsung style emoji,Samsung17.png
film frames in Samsung style emoji,Samsung18.png
OK button in Samsung style emoji,Samsung19.png
relieved face in Samsung style emoji,Samsung20.png
counterclockwise arrows button in Samsung style emoji,Samsung21.png
NEW button in Samsung style emoji,Samsung22.png
violin in Samsung style emoji,Samsung23.png
person playing handball in Samsung style emoji,Samsung24.png
sweat droplets in Samsung style emoji,Samsung25.png
one o'clock in Samsung style emoji,Samsung26.png
bullseye in Samsung style emoji,Samsung27.png
flag: Senegal in Samsung style emoji,Samsung28.png
slightly smiling face in Samsung style emoji,Samsung29.png
upside-down face in Samsung style emoji,Samsung30.png
handbag in Samsung style emoji,Samsung31.png
pizza in Samsung style emoji,Samsung32.png
school in Samsung style emoji,Samsung33.png
zebra in Samsung style emoji,Samsung34.png
keycap: 2 in Samsung style emoji,Samsung35.png
frowning face with open mouth in Samsung style emoji,Samsung36.png
left-facing fist in Samsung style emoji,Samsung37.png
face with steam from nose in Samsung style emoji,Samsung38.png
flag: Cuba in Samsung style emoji,Samsung39.png
face screaming in fear in Samsung style emoji,Samsung40.png
flag: Turkmenistan in Samsung style emoji,Samsung41.png
Japanese Ã¢ÂÂsecretÃ¢Â?button in Samsung style emoji,Samsung42.png
flag: Antigua & Barbuda in Samsung style emoji,Samsung43.png
egg in Samsung style emoji,Samsung44.png
dagger in Samsung style emoji,Samsung45.png
mountain railway in Samsung style emoji,Samsung46.png
person standing in Samsung style emoji,Samsung47.png
hindu temple in Samsung style emoji,Samsung48.png
flag: Eswatini in Samsung style emoji,Samsung49.png
flag: Iran in Samsung style emoji,Samsung50.png
flag: Brunei in Samsung style emoji,Samsung51.png
flag: Jersey in Samsung style emoji,Samsung52.png
bow and arrow in Samsung style emoji,Samsung53.png
diving mask in Samsung style emoji,Samsung54.png
office building in Samsung style emoji,Samsung55.png
fire in Samsung style emoji,Samsung56.png
hedgehog in Samsung style emoji,Samsung57.png
flag: Estonia in Samsung style emoji,Samsung58.png
custard in Samsung style emoji,Samsung59.png
briefs in Samsung style emoji,Samsung60.png
old woman in Samsung style emoji,Samsung61.png
face with monocle in Samsung style emoji,Samsung62.png
eggplant in Samsung style emoji,Samsung63.png
cold face in Samsung style emoji,Samsung64.png
kissing face with smiling eyes in Samsung style emoji,Samsung65.png
zany face in Samsung style emoji,Samsung66.png
pensive face in Samsung style emoji,Samsung67.png
billed cap in Samsung style emoji,Samsung68.png
basket in Samsung style emoji,Samsung69.png
nauseated face in Samsung style emoji,Samsung70.png
flag: Vanuatu in Samsung style emoji,Samsung71.png
octopus in Samsung style emoji,Samsung72.png
female sign in Samsung style emoji,Samsung73.png
flag: Ireland in Samsung style emoji,Samsung74.png
bikini in Samsung style emoji,Samsung75.png
Japanese Ã¢ÂÂreservedÃ¢Â?button in Samsung style emoji,Samsung76.png
face savoring food in Samsung style emoji,Samsung77.png
gem stone in Samsung style emoji,Samsung78.png
candle in Samsung style emoji,Samsung79.png
ticket in Samsung style emoji,Samsung80.png
carp streamer in Samsung style emoji,Samsung81.png
large orange diamond in Samsung style emoji,Samsung82.png
lizard in Samsung style emoji,Samsung83.png
CL button in Samsung style emoji,Samsung84.png
hatching chick in Samsung style emoji,Samsung85.png
flag: Kosovo in Samsung style emoji,Samsung86.png
movie camera in Samsung style emoji,Samsung87.png
flag: France in Samsung style emoji,Samsung88.png
kick scooter in Samsung style emoji,Samsung89.png
cup with straw in Samsung style emoji,Samsung90.png
hugging face in Samsung style emoji,Samsung91.png
fire extinguisher in Samsung style emoji,Samsung92.png
grinning face with big eyes in Samsung style emoji,Samsung93.png
link in Samsung style emoji,Samsung94.png
flag: Iraq in Samsung style emoji,Samsung95.png
flag: St. BarthÃÂ©lemy in Samsung style emoji,Samsung96.png
flag: Tokelau in Samsung style emoji,Samsung97.png
card index dividers in Samsung style emoji,Samsung98.png
face with thermometer in Samsung style emoji,Samsung99.png
oden in Windows style emoji,Windows0.png
mechanical leg in Windows style emoji,Windows1.png
smiling face with sunglasses in Windows style emoji,Windows2.png
FREE button in Windows style emoji,Windows3.png
backhand index pointing right in Windows style emoji,Windows4.png
"family: man, man, girl, boy in Windows style emoji",Windows5.png
confetti ball in Windows style emoji,Windows6.png
flamingo in Windows style emoji,Windows7.png
angry face in Windows style emoji,Windows8.png
biohazard in Windows style emoji,Windows9.png
anxious face with sweat in Windows style emoji,Windows10.png
hourglass done in Windows style emoji,Windows11.png
woozy face in Windows style emoji,Windows12.png
trolleybus in Windows style emoji,Windows13.png
postbox in Windows style emoji,Windows14.png
bicycle in Windows style emoji,Windows15.png
pencil in Windows style emoji,Windows16.png
woman guard in Windows style emoji,Windows17.png
"kiss: man, man in Windows style emoji",Windows18.png
person shrugging in Windows style emoji,Windows19.png
sleeping face in Windows style emoji,Windows20.png
locomotive in Windows style emoji,Windows21.png
Japanese Ã¢ÂÂbargainÃ¢Â?button in Windows style emoji,Windows22.png
woman zombie in Windows style emoji,Windows23.png
falafel in Windows style emoji,Windows24.png
round pushpin in Windows style emoji,Windows25.png
beaming face with smiling eyes in Windows style emoji,Windows26.png
lobster in Windows style emoji,Windows27.png
studio microphone in Windows style emoji,Windows28.png
"family: man, woman, boy in Windows style emoji",Windows29.png
fuel pump in Windows style emoji,Windows30.png
fairy in Windows style emoji,Windows31.png
safety vest in Windows style emoji,Windows32.png
video game in Windows style emoji,Windows33.png
potato in Windows style emoji,Windows34.png
four o'clock in Windows style emoji,Windows35.png
sled in Windows style emoji,Windows36.png
star-struck in Windows style emoji,Windows37.png
shallow pan of food in Windows style emoji,Windows38.png
grinning squinting face in Windows style emoji,Windows39.png
blue heart in Windows style emoji,Windows40.png
coat in Windows style emoji,Windows41.png
confounded face in Windows style emoji,Windows42.png
person pouting in Windows style emoji,Windows43.png
fishing pole in Windows style emoji,Windows44.png
blue book in Windows style emoji,Windows45.png
monkey face in Windows style emoji,Windows46.png
man astronaut in Windows style emoji,Windows47.png
mx claus in Windows style emoji,Windows48.png
man pilot in Windows style emoji,Windows49.png
panda in Windows style emoji,Windows50.png
milky way in Windows style emoji,Windows51.png
NG button in Windows style emoji,Windows52.png
flying saucer in Windows style emoji,Windows53.png
crossed swords in Windows style emoji,Windows54.png
man office worker in Windows style emoji,Windows55.png
smiling face with halo in Windows style emoji,Windows56.png
fast down button in Windows style emoji,Windows57.png
adhesive bandage in Windows style emoji,Windows58.png
breast-feeding in Windows style emoji,Windows59.png
man: curly hair in Windows style emoji,Windows60.png
kaaba in Windows style emoji,Windows61.png
peacock in Windows style emoji,Windows62.png
kiwi fruit in Windows style emoji,Windows63.png
"family: man, boy in Windows style emoji",Windows64.png
unamused face in Windows style emoji,Windows65.png
fax machine in Windows style emoji,Windows66.png
astonished face in Windows style emoji,Windows67.png
tomato in Windows style emoji,Windows68.png
cooking in Windows style emoji,Windows69.png
grinning face with big eyes in Windows style emoji,Windows70.png
face with tears of joy in Windows style emoji,Windows71.png
face screaming in fear in Windows style emoji,Windows72.png
divide in Windows style emoji,Windows73.png
woman with headscarf in Windows style emoji,Windows74.png
shower in Windows style emoji,Windows75.png
partying face in Windows style emoji,Windows76.png
beach with umbrella in Windows style emoji,Windows77.png
face with symbols on mouth in Windows style emoji,Windows78.png
wrapped gift in Windows style emoji,Windows79.png
videocassette in Windows style emoji,Windows80.png
umbrella on ground in Windows style emoji,Windows81.png
ewe in Windows style emoji,Windows82.png
locked with pen in Windows style emoji,Windows83.png
no smoking in Windows style emoji,Windows84.png
ON! arrow in Windows style emoji,Windows85.png
moon viewing ceremony in Windows style emoji,Windows86.png
rabbit in Windows style emoji,Windows87.png
lying face in Windows style emoji,Windows88.png
pen in Windows style emoji,Windows89.png
bone in Windows style emoji,Windows90.png
wheel of dharma in Windows style emoji,Windows91.png
heart decoration in Windows style emoji,Windows92.png
flexed biceps in Windows style emoji,Windows93.png
pouting face in Windows style emoji,Windows94.png
pill in Windows style emoji,Windows95.png
burrito in Windows style emoji,Windows96.png
"family: woman, woman, boy in Windows style emoji",Windows97.png
skis in Windows style emoji,Windows98.png
knocked-out face in Windows style emoji,Windows99.png
open file folder in Twitter style emoji,Twitter0.png
woozy face in Twitter style emoji,Twitter1.png
clinking beer mugs in Twitter style emoji,Twitter2.png
pleading face in Twitter style emoji,Twitter3.png
play or pause button in Twitter style emoji,Twitter4.png
man biking in Twitter style emoji,Twitter5.png
litter in bin sign in Twitter style emoji,Twitter6.png
flag: Grenada in Twitter style emoji,Twitter7.png
fog in Twitter style emoji,Twitter8.png
lobster in Twitter style emoji,Twitter9.png
woman: white hair in Twitter style emoji,Twitter10.png
seedling in Twitter style emoji,Twitter11.png
persevering face in Twitter style emoji,Twitter12.png
smiling face with horns in Twitter style emoji,Twitter13.png
man judge in Twitter style emoji,Twitter14.png
cloud with lightning in Twitter style emoji,Twitter15.png
door in Twitter style emoji,Twitter16.png
upside-down face in Twitter style emoji,Twitter17.png
A button (blood type) in Twitter style emoji,Twitter18.png
flag: Barbados in Twitter style emoji,Twitter19.png
flag: Norway in Twitter style emoji,Twitter20.png
key in Twitter style emoji,Twitter21.png
mammoth in Twitter style emoji,Twitter22.png
raising hands in Twitter style emoji,Twitter23.png
weary face in Twitter style emoji,Twitter24.png
woman kneeling in Twitter style emoji,Twitter25.png
card index dividers in Twitter style emoji,Twitter26.png
loudly crying face in Twitter style emoji,Twitter27.png
comet in Twitter style emoji,Twitter28.png
flag: Hungary in Twitter style emoji,Twitter29.png
flag: Georgia in Twitter style emoji,Twitter30.png
mouse trap in Twitter style emoji,Twitter31.png
knocked-out face in Twitter style emoji,Twitter32.png
face in clouds in Twitter style emoji,Twitter33.png
woman juggling in Twitter style emoji,Twitter34.png
lacrosse in Twitter style emoji,Twitter35.png
flag: Jordan in Twitter style emoji,Twitter36.png
heavy dollar sign in Twitter style emoji,Twitter37.png
wood in Twitter style emoji,Twitter38.png
flag: Gabon in Twitter style emoji,Twitter39.png
green book in Twitter style emoji,Twitter40.png
disguised face in Twitter style emoji,Twitter41.png
briefcase in Twitter style emoji,Twitter42.png
duck in Twitter style emoji,Twitter43.png
taxi in Twitter style emoji,Twitter44.png
flag: Svalbard & Jan Mayen in Twitter style emoji,Twitter45.png
fleur-de-lis in Twitter style emoji,Twitter46.png
hook in Twitter style emoji,Twitter47.png
military medal in Twitter style emoji,Twitter48.png
money-mouth face in Twitter style emoji,Twitter49.png
hugging face in Twitter style emoji,Twitter50.png
ant in Twitter style emoji,Twitter51.png
sewing needle in Twitter style emoji,Twitter52.png
broken heart in Twitter style emoji,Twitter53.png
face with spiral eyes in Twitter style emoji,Twitter54.png
flag: Martinique in Twitter style emoji,Twitter55.png
people with bunny ears in Twitter style emoji,Twitter56.png
speaker medium volume in Twitter style emoji,Twitter57.png
woman and man holding hands in Twitter style emoji,Twitter58.png
face with monocle in Twitter style emoji,Twitter59.png
cyclone in Twitter style emoji,Twitter60.png
bread in Twitter style emoji,Twitter61.png
winking face in Twitter style emoji,Twitter62.png
flag: Mali in Twitter style emoji,Twitter63.png
flag: Pakistan in Twitter style emoji,Twitter64.png
spiral calendar in Twitter style emoji,Twitter65.png
strawberry in Twitter style emoji,Twitter66.png
flag: Trinidad & Tobago in Twitter style emoji,Twitter67.png
thumbs up in Twitter style emoji,Twitter68.png
glowing star in Twitter style emoji,Twitter69.png
carp streamer in Twitter style emoji,Twitter70.png
gem stone in Twitter style emoji,Twitter71.png
coin in Twitter style emoji,Twitter72.png
black nib in Twitter style emoji,Twitter73.png
hear-no-evil monkey in Twitter style emoji,Twitter74.png
woman rowing boat in Twitter style emoji,Twitter75.png
mahjong red dragon in Twitter style emoji,Twitter76.png
face with open mouth in Twitter style emoji,Twitter77.png
transgender flag in Twitter style emoji,Twitter78.png
cloud with lightning and rain in Twitter style emoji,Twitter79.png
flag in hole in Twitter style emoji,Twitter80.png
slightly frowning face in Twitter style emoji,Twitter81.png
flag: Greenland in Twitter style emoji,Twitter82.png
handbag in Twitter style emoji,Twitter83.png
flag: Macao SAR China in Twitter style emoji,Twitter84.png
unamused face in Twitter style emoji,Twitter85.png
flag: Malawi in Twitter style emoji,Twitter86.png
flag: Burkina Faso in Twitter style emoji,Twitter87.png
two hearts in Twitter style emoji,Twitter88.png
deer in Twitter style emoji,Twitter89.png
smiling face with heart-eyes in Twitter style emoji,Twitter90.png
NEW button in Twitter style emoji,Twitter91.png
anxious face with sweat in Twitter style emoji,Twitter92.png
blue circle in Twitter style emoji,Twitter93.png
postbox in Twitter style emoji,Twitter94.png
flashlight in Twitter style emoji,Twitter95.png
panda in Twitter style emoji,Twitter96.png
badger in Twitter style emoji,Twitter97.png
flag: Switzerland in Twitter style emoji,Twitter98.png
flag: Congo - Kinshasa in Twitter style emoji,Twitter99.png
orthodox cross in JoyPixels style emoji,JoyPixels0.png
white flower in JoyPixels style emoji,JoyPixels1.png
cocktail glass in JoyPixels style emoji,JoyPixels2.png
flag: Turks & Caicos Islands in JoyPixels style emoji,JoyPixels3.png
trackball in JoyPixels style emoji,JoyPixels4.png
grinning face with big eyes in JoyPixels style emoji,JoyPixels5.png
man cook in JoyPixels style emoji,JoyPixels6.png
pensive face in JoyPixels style emoji,JoyPixels7.png
canoe in JoyPixels style emoji,JoyPixels8.png
dragon face in JoyPixels style emoji,JoyPixels9.png
anguished face in JoyPixels style emoji,JoyPixels10.png
fast down button in JoyPixels style emoji,JoyPixels11.png
skunk in JoyPixels style emoji,JoyPixels12.png
automobile in JoyPixels style emoji,JoyPixels13.png
"family: man, woman, girl, girl in JoyPixels style emoji",JoyPixels14.png
carp streamer in JoyPixels style emoji,JoyPixels15.png
nerd face in JoyPixels style emoji,JoyPixels16.png
flag: Venezuela in JoyPixels style emoji,JoyPixels17.png
sparkler in JoyPixels style emoji,JoyPixels18.png
popcorn in JoyPixels style emoji,JoyPixels19.png
flag: South Sudan in JoyPixels style emoji,JoyPixels20.png
woman tipping hand in JoyPixels style emoji,JoyPixels21.png
flag: CÃÂ´te dÃ¢ÂÂIvoire in JoyPixels style emoji,JoyPixels22.png
woman farmer in JoyPixels style emoji,JoyPixels23.png
partying face in JoyPixels style emoji,JoyPixels24.png
flag: Cayman Islands in JoyPixels style emoji,JoyPixels25.png
lying face in JoyPixels style emoji,JoyPixels26.png
crocodile in JoyPixels style emoji,JoyPixels27.png
gorilla in JoyPixels style emoji,JoyPixels28.png
